annee_numero_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2
2011018;20110506;20110706;28;16;25;22;11;4;9
2011017;20110429;20110629;38;40;25;15;41;1;2
2011016;20110422;20110622;22;45;48;11;41;1;4
